,review_profile_name,review_rating,review_title,review_body,review_context,review_link,review_id,Place,Date,sentiment_label,cleaned_review_body,lemma_review_body,forAnalysis,predicted_sentiment,predicted_sentiment_score,predicted_emotions,emotion
314,Somnath Choudhury,1,very poor quality,the phone has serious network issues... with high speed 5g there is very slow internet but the same sim gives wonderful performance and network connectivity on other phone,Reviewed in India on 22 March 2024,/gp/customer-reviews/RDRJ9US1VQ2Q3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,315,India,22-03-2024,NEGATIVE,phone serious network issues with high speed 5g slow internet same sim gives wonderful performance network connectivity on other phone,phone serious network issue with high speed 5 g slow internet same sim give wonderful performance network connectivity on other phone,True,NEGATIVE,0.9992645382881165,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.8037735223770142, 'surprise': None}",sadness
315,Soumen s.,5,Best,The design is truly amazing it feels so premium in hand and the camera captures everything perffectly. ,Reviewed in India on 2 September 2024,/gp/customer-reviews/R3RUY3O2V29PTN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,316,India,02-09-2024,POSITIVE,design truly amazing feels premium in hand camera captures everything perffectly,design truly amazing feel premium in hand camera capture everything perffectly,True,POSITIVE,0.9987632036209106,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
316,Soumyojit S.,5,Absolute brilliance!,"You don't need to explain how good apple products are. My earlier iPhone was SE 2020, which worked very well. I exchanged my iPhone SE 2020 with this iPhone 13 and the phone is a wonder. Everything is flawless, speed, performance, face-ID speed.. Just perfect!!",Reviewed in India on 9 May 2024,/gp/customer-reviews/R2YMH6IQF6YM81/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,317,India,09-05-2024,POSITIVE,need explain how good apple products my earlier iphone se 2020 worked exchanged my iphone se 2020 with iphone 13 phone wonder everything flawless speed performance face id speed perfect,need explain how good apple product my early iphone se 2020 work exchange my iphone se 2020 with iphone 13 phone wonder everything flawless speed performance face i d speed perfect,True,POSITIVE,0.9985381364822388,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': 0.7513188123703003}",surprise
317,sourabh sahu,2,got replaced device,I bought a new iPhone but got a replaced device instead. Feeling like cheated,Reviewed in India on 17 January 2023,/gp/customer-reviews/RU14IVUUH41OL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,318,India,17-01-2023,NEGATIVE,bought new iphone got replaced device instead feeling like cheated,buy new iphone get replace device instead feel like cheat,True,NEGATIVE,0.9979966282844543,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.9686057567596436, 'surprise': None}",sadness
318,Sri pawantej solutions,5,No words,Handy,Reviewed in India on 16 July 2024,/gp/customer-reviews/R1W62SN5Y8H89Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,319,India,16-07-2024,POSITIVE,handy,handy,False,POSITIVE,0.9967711567878723,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': 0.8779247403144836, 'sadness': None, 'surprise': None}",neutral
319,SRINIVAS,1,This is tha West phone.,I am not satisfied.this phone Over heating camera not clearly,Reviewed in India on 12 May 2024,/gp/customer-reviews/R1EK32X8U2RE0E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,320,India,12-05-2024,NEGATIVE,not satisfied phone over heating camera not clearly,not satisfied phone over heating camera not clearly,True,NEGATIVE,0.9994722008705139,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
320,Srinivasa murthy k n,2,My phone display quality is very low,My I phone display is very dull as well camera pics are very poor in quality,Reviewed in India on 28 May 2022,/gp/customer-reviews/R1HRXVL77HZ5OA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,321,India,28-05-2022,NEGATIVE,my phone display dull camera pics poor in quality,my phone display dull camera pic poor in quality,True,NEGATIVE,0.9994798302650452,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.982582688331604, 'surprise': None}",sadness
321,Srinu Mangi,1,Bad adopter,Adopter works only 20 days when warranty time is done,Reviewed in India on 28 June 2024,/gp/customer-reviews/R2CP0TSHIUMI9X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,322,India,28-06-2024,NEGATIVE,adopter works only 20 days warranty time done,adopter work only 20 day warranty time do,True,NEGATIVE,0.999485969543457,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': 0.7891478538513184, 'sadness': None, 'surprise': None}",neutral
322,STEVE,1,Phone got stop working after buying in 5 month,"After 5months of using suddenly my iPhone got stuck with apple logo with pink line on the screen , when gave for icare service , they denied for service bcz they said it was a tampered device . When I gave it for local service shop they saidmotherboard has been corrupted and battery was swollen and there was corrosion on motherboard bcz of water traceswhich could have occurred long back .I think I had received a refurbished iPhone and everyone denied to help regarding this problem including Amazon and Apple support. Never buy iPhone from Amazonbcz at end no one is going to help us .",Reviewed in India on 29 May 2024,/gp/customer-reviews/RBSXFUJHLWDX9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,323,India,29-05-2024,NEGATIVE,after 5months using suddenly my iphone got stuck with apple logo with pink line on screen gave for icare service denied for service bcz said tampered device gave for local service shop saidmotherboard corrupted battery swollen corrosion on motherboard bcz water traceswhich could occurred long back think received refurbished iphone everyone denied help regarding problem including amazon apple support never buy iphone amazonbcz end no one going help us,after 5month use suddenly my iphone get stick with apple logo with pink line on screen give for icare service deny for service bcz say tampered device give for local service shop saidmotherboard corrupt battery swollen corrosion on motherboard bcz water traceswhich could occur long back think receive refurbish iphone everyone deny help regard problem include amazon apple support never buy iphone amazonbcz end no one go help we,True,NEGATIVE,0.9994891881942749,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
323,Subbu Lakshmi,2,Seal Tampered & Phone Quality is not as per standard quality,"Phone Packing is aTampered , speaker of the phone is not as per orginal quantity",Reviewed in India on 15 October 2023,/gp/customer-reviews/R2O2OKJ6X6CGD4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,324,India,15-10-2023,NEGATIVE,phone packing atampered speaker phone not per orginal quantity,phone packing atampere speaker phone not per orginal quantity,True,NEGATIVE,0.9994402527809143,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
324,Subrata Banerjee,4,Missing power adopter!!,Please note I have already complained to executive that I have not received Adopter in my phone box. There was power cord without adopter to connect main plug point. Please arrange the same and send it to me !,Reviewed in India on 19 November 2023,/gp/customer-reviews/R1I2D407BCIZRT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,325,India,19-11-2023,POSITIVE,please note already complained executive not received adopter in my phone box power cord without adopter connect main plug point please arrange same send,please note already complain executive not receive adopt in my phone box power cord without adopter connect main plug point please arrange same send,True,NEGATIVE,0.9991810917854309,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
325,Sudarshan,5,Iphone 13,Its a my dream phone. Always working proper and processor is strong and mainly camera is always better than other phone. But but i am unhappy withh main heating issue . Please solve the heating issue. At the charging time phone is always produced more heating.,Reviewed in India on 11 May 2024,/gp/customer-reviews/R35M0V9SLFQR0L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,326,India,11-05-2024,POSITIVE,my dream phone always working proper processor strong mainly camera always better than other phone unhappy withh main heating issue please solve heating issue charging time phone always produced heating,my dream phone always work proper processor strong mainly camera always well than other phone unhappy withh main heating issue please solve heating issue charge time phone always produce heating,True,POSITIVE,0.9988678693771362,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.7053393125534058, 'surprise': None}",sadness
326,Sudarshan,2,Amazon mobile exchange is worst,First of all they will deliver the mobilelateThey will then show the mobile exchange app the mobile is nt proper even when it's working fine.And have to pay remaining amount.They have sold the mobile..,Reviewed in India on 29 July 2024,/gp/customer-reviews/RTZFRF004MK0O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,327,India,29-07-2024,NEGATIVE,first all deliver mobilelatethey show mobile exchange app mobile nt proper even working fine pay remaining amount sold mobile,first all deliver mobilelatethey show mobile exchange app mobile not proper even work fine pay remain amount sell mobile,True,NEGATIVE,0.9991287589073181,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
327,SUDARSHAN SAHOO,5,The best budget phone,"As expected , peak performance. ",Reviewed in India on 12 August 2024,/gp/customer-reviews/R2HLSBBDITLVWE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,328,India,12-08-2024,POSITIVE,expected peak performance,expect peak performance,True,POSITIVE,0.9982030391693115,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
328,Sudharshan,5,very good,nice product,Reviewed in India on 23 July 2024,/gp/customer-reviews/R3IZUXAHDM0Q8I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,329,India,23-07-2024,POSITIVE,nice product,nice product,False,POSITIVE,0.9986905455589294,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
329,Sugna ram,1,Charging problems,From the time I bought it the phone is not charging it only charge when i restart it and so many heating issues,Reviewed in India on 18 June 2024,/gp/customer-reviews/R3BG4A86Z5HBQQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,330,India,18-06-2024,NEGATIVE,time bought phone not charging only charge restart many heating issues,time buy phone not charge only charge restart many heating issue,True,NEGATIVE,0.9993770718574524,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
330,sumit Dhakad,1,This item was defective im not satisfied for this device,Poor camera quality cam,Reviewed in India on 13 July 2024,/gp/customer-reviews/R23AQCUCOIR6EF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,331,India,13-07-2024,NEGATIVE,poor camera quality cam,poor camera quality cam,True,NEGATIVE,0.9994844198226929,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
331,sunil,5,It's original product,I'm happy with Amazon service.Original product delivered,Reviewed in India on 11 July 2024,/gp/customer-reviews/R3KOFMA1JF9ZIW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,332,India,11-07-2024,POSITIVE,m happy with amazon service original product delivered,m happy with amazon service original product deliver,True,POSITIVE,0.9989091157913208,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.9739234447479248, 'neutral': None, 'sadness': None, 'surprise': None}",joy
332,Suraiya Shaikh,5,Original product delivered,"I got 100% original product that too with proper packaging and no defect. Display, sound quality, camera all were perfect.Charging code is in the box with iphone",Reviewed in India on 23 July 2024,/gp/customer-reviews/R2381QDHHIMWLZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,333,India,23-07-2024,POSITIVE,got 100 original product with proper packaging no defect display sound quality camera all perfect charging code in box with iphone,get 100 original product with proper packaging no defect display sound quality camera all perfect charge code in box with iphone,True,POSITIVE,0.9988815188407898,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
