review_profile_name,review_rating,review_title,review_body,review_context,review_link,review_id,Place,Date,sentiment_label
Shubham bhilware,2,Good but chhapri mobile now,"Not impressed with the iPhone 13. The battery drains too fast, and it gets very hot during use. For the price, it’s a letdown.",Reviewed in India on 8 February 2024,/gp/customer-reviews/R1S51OT4CO4NLW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,311,India,08-02-2024,NEGATIVE
Siddhardha Sagar. Rekhala,4,No charger,"Every thing is good about iPhones, there's nothing compared to it's speed and ios but i was disappointed because there's no charger for it even though Indian judiciary told them to provide , still they haven't made any progress regarding charger. Why should we spend 62k and more than that for iPhones because of it's brand and Acessories comfort size and Features right if that's not there what's point of buying an iPhone.Thank you🙏",Reviewed in India on 11 August 2024,/gp/customer-reviews/R345SEIPU4N2XD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,312,India,11-08-2024,POSITIVE
simi,1,Worst product,"It was a shocking experience using this iPhone 13. Trying to update the OS left the phone completely disabled. Local service center also could not resolve the problem , and it has been sent to Bangalore for serviceSuch an embarrassment from an apple product☹️",Reviewed in India on 5 January 2024,/gp/customer-reviews/R1MXFV11IPACC2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,313,India,05-01-2024,NEGATIVE
Simran,2,Good,It was excellent,Reviewed in India on 21 July 2024,/gp/customer-reviews/R1GNAKCEV9Z8YW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,314,India,21-07-2024,NEGATIVE
Somnath Choudhury,1,very poor quality,the phone has serious network issues... with high speed 5g there is very slow internet but the same sim gives wonderful performance and network connectivity on other phone,Reviewed in India on 22 March 2024,/gp/customer-reviews/RDRJ9US1VQ2Q3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,315,India,22-03-2024,NEGATIVE
Soumen s.,5,Best,The design is truly amazing it feels so premium in hand and the camera captures everything perffectly. ,Reviewed in India on 2 September 2024,/gp/customer-reviews/R3RUY3O2V29PTN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,316,India,02-09-2024,POSITIVE
Soumyojit S.,5,Absolute brilliance!,"You don't need to explain how good apple products are. My earlier iPhone was SE 2020, which worked very well. I exchanged my iPhone SE 2020 with this iPhone 13 and the phone is a wonder. Everything is flawless, speed, performance, face-ID speed.. Just perfect!!",Reviewed in India on 9 May 2024,/gp/customer-reviews/R2YMH6IQF6YM81/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,317,India,09-05-2024,POSITIVE
sourabh sahu,2,got replaced device,I bought a new iPhone but got a replaced device instead. Feeling like cheated,Reviewed in India on 17 January 2023,/gp/customer-reviews/RU14IVUUH41OL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,318,India,17-01-2023,NEGATIVE
Sri pawantej solutions,5,No words,Handy,Reviewed in India on 16 July 2024,/gp/customer-reviews/R1W62SN5Y8H89Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,319,India,16-07-2024,POSITIVE
SRINIVAS,1,This is tha West phone.,I am not satisfied.this phone Over heating camera not clearly,Reviewed in India on 12 May 2024,/gp/customer-reviews/R1EK32X8U2RE0E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,320,India,12-05-2024,NEGATIVE
Srinivasa murthy k n,2,My phone display quality is very low,My I phone display is very dull as well camera pics are very poor in quality,Reviewed in India on 28 May 2022,/gp/customer-reviews/R1HRXVL77HZ5OA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,321,India,28-05-2022,NEGATIVE
Srinu Mangi,1,Bad adopter,Adopter works only 20 days when warranty time is done,Reviewed in India on 28 June 2024,/gp/customer-reviews/R2CP0TSHIUMI9X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,322,India,28-06-2024,NEGATIVE
STEVE,1,Phone got stop working after buying in 5 month,"After 5months of using suddenly my iPhone got stuck with apple logo with pink line on the screen , when gave for icare service , they denied for service bcz they said it was a tampered device . When I gave it for local service shop they saidmotherboard has been corrupted and battery was swollen and there was corrosion on motherboard bcz of water traceswhich could have occurred long back .I think I had received a refurbished iPhone and everyone denied to help regarding this problem including Amazon and Apple support. Never buy iPhone from Amazonbcz at end no one is going to help us .",Reviewed in India on 29 May 2024,/gp/customer-reviews/RBSXFUJHLWDX9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,323,India,29-05-2024,NEGATIVE
Subbu Lakshmi,2,Seal Tampered & Phone Quality is not as per standard quality,"Phone Packing is aTampered , speaker of the phone is not as per orginal quantity",Reviewed in India on 15 October 2023,/gp/customer-reviews/R2O2OKJ6X6CGD4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,324,India,15-10-2023,NEGATIVE
Subrata Banerjee,4,Missing power adopter!!,Please note I have already complained to executive that I have not received Adopter in my phone box. There was power cord without adopter to connect main plug point. Please arrange the same and send it to me !,Reviewed in India on 19 November 2023,/gp/customer-reviews/R1I2D407BCIZRT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,325,India,19-11-2023,POSITIVE
Sudarshan,5,Iphone 13,Its a my dream phone. Always working proper and processor is strong and mainly camera is always better than other phone. But but i am unhappy withh main heating issue . Please solve the heating issue. At the charging time phone is always produced more heating.,Reviewed in India on 11 May 2024,/gp/customer-reviews/R35M0V9SLFQR0L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,326,India,11-05-2024,POSITIVE
Sudarshan,2,Amazon mobile exchange is worst,First of all they will deliver the mobilelateThey will then show the mobile exchange app the mobile is nt proper even when it's working fine.And have to pay remaining amount.They have sold the mobile..,Reviewed in India on 29 July 2024,/gp/customer-reviews/RTZFRF004MK0O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,327,India,29-07-2024,NEGATIVE
SUDARSHAN SAHOO,5,The best budget phone,"As expected , peak performance. ",Reviewed in India on 12 August 2024,/gp/customer-reviews/R2HLSBBDITLVWE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,328,India,12-08-2024,POSITIVE
Sudharshan,5,very good,nice product,Reviewed in India on 23 July 2024,/gp/customer-reviews/R3IZUXAHDM0Q8I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,329,India,23-07-2024,POSITIVE
Sugna ram,1,Charging problems,From the time I bought it the phone is not charging it only charge when i restart it and so many heating issues,Reviewed in India on 18 June 2024,/gp/customer-reviews/R3BG4A86Z5HBQQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,330,India,18-06-2024,NEGATIVE
sumit Dhakad,1,This item was defective im not satisfied for this device,Poor camera quality cam,Reviewed in India on 13 July 2024,/gp/customer-reviews/R23AQCUCOIR6EF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,331,India,13-07-2024,NEGATIVE
sunil,5,It's original product,I'm happy with Amazon service.Original product delivered,Reviewed in India on 11 July 2024,/gp/customer-reviews/R3KOFMA1JF9ZIW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,332,India,11-07-2024,POSITIVE
Suraiya Shaikh,5,Original product delivered,"I got 100% original product that too with proper packaging and no defect. Display, sound quality, camera all were perfect.Charging code is in the box with iphone",Reviewed in India on 23 July 2024,/gp/customer-reviews/R2381QDHHIMWLZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,333,India,23-07-2024,POSITIVE
Suraj Gaikwad,2,Camera,Camera quality bad. Battery life is a major issue with the iPhone 13. It drains too quickly and the phone heats up a lot while charging. Disappointed with this purchase.,Reviewed in India on 29 March 2023,/gp/customer-reviews/R24TEXM1VR4K2H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,334,India,29-03-2023,NEGATIVE
Surender k.,4,Good,Good,Reviewed in India on 24 February 2024,/gp/customer-reviews/R2GNP0GEX8E6XT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,335,India,24-02-2024,POSITIVE
Suresh H.,4,Good product,Good one,Reviewed in India on 1 June 2024,/gp/customer-reviews/R2ZOHE1Q47TP1R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,336,India,01-06-2024,POSITIVE
suvarna,2,The camera len’s outer coating peeling off,I have order this phone before 3 weeks and the camera lens’s outer silver coating is already peeling off so pls help me to sort this issue,Reviewed in India on 14 December 2023,/gp/customer-reviews/R2VJVZFHIVLSYD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,337,India,14-12-2023,NEGATIVE
syed aqeedat raza rizvi,5,Excellent,iPhone is best,Reviewed in India on 21 August 2024,/gp/customer-reviews/R24NJXT7X0EVGV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,338,India,21-08-2024,POSITIVE
Syed I.,5,Best,Loved the delivery bcz the product is always the best by Apple,Reviewed in India on 19 July 2024,/gp/customer-reviews/R3QOPXEFDI9H0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,339,India,19-07-2024,POSITIVE
T Lalrinchhana,4,Nice Product,The colour(green) looks better that expected. Received safely.+ NotSealPack,Reviewed in India on 11 June 2024,/gp/customer-reviews/R1YMC5S3FT8N9T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,340,India,11-06-2024,POSITIVE
Techno savvy,4,Value for Money,"Stunning Display: The Super Retina XDR display is vibrant and sharp, making everything from photos to videos look fantastic.Performance: Powered by the A15 Bionic chip, the iPhone 13 handles multitasking, gaming, and demanding apps with ease.",Reviewed in India on 6 August 2024,/gp/customer-reviews/R3LM40G4BUAN7O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,341,India,06-08-2024,POSITIVE
Tejas Karande,2,Nicee phone,Good phone from apple but amazon running big scam here by offering extra exchange discounts. Just don't believe in that it's a big SCAM. delivery guy will find minor faults of your device even tho it's fine for exchange and they'll definitely reduce price as low as possible to decrease the price of your exchange.,Reviewed in India on 9 October 2023,/gp/customer-reviews/R23WJLXN9HRP9Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,342,India,09-10-2023,NEGATIVE
Tufel Ajmeri,4,Iphone,Do I need to write a review for iPhone ?People still gonna buy it anyway.Little bit disappointed from macro lens otherwise who criticize Apple.,Reviewed in India on 21 March 2024,/gp/customer-reviews/R13GKFY2WTTJQH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,343,India,21-03-2024,POSITIVE
Tumbeswar Nayak,2,Battery is draining faster than all mobile i had with me,Battery is draining faster,Reviewed in India on 30 January 2022,/gp/customer-reviews/R2HNF3MXKBCA1E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,344,India,30-01-2022,NEGATIVE
vaibhav,5,"So Beautiful, So elegant, just looking like a wow.","I snagged the iPhone 13 during the Great Indian Festival for an unbeatable price of 45,000, and let me tell you, it's been a game-changer in every way!Screen: The display is absolutely stunning – crisp, vibrant, and the colors pop like never before. Watching videos or scrolling through photos is a treat for the eyes. No complaints here!Hanging: Zero issues with hanging or lagging. This phone handles multitasking like a champ. Switching between apps is smooth, and I haven't experienced any frustrating delays.Battery: The battery life is surprisingly impressive. I can go a full day with normal usage, and it still has juice left in the tank. No more anxiously searching for a charger midday – a definite win!Comfort: The sleek design makes it a pleasure to hold, and the phone is just the right weight. It feels premium and comfortable in my hand, making it a joy to use for extended periods.Image Quality: The camera on the iPhone 13 is a true standout. The photos are sharp, and the night mode is a game-changer for capturing memories in low light. Selfies have never looked this good!Color: I went for the classic Midnight color, and it's elegant and timeless. The finish adds a touch of sophistication, and it doesn't attract fingerprints like some other phones I've had in the past.In summary, getting the iPhone 13 during the Great Indian Festival was an absolute steal. From the incredible screen to the reliable battery life and stunning camera, it's exceeded my expectations. If you're on the fence, take the plunge – you won't be disappointed.",Reviewed in India on 13 November 2023,/gp/customer-reviews/R2NRI2H6DQ554R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,345,India,13-11-2023,POSITIVE
Vani R,4,iPhone 13,"Awesome product to use, camera quality, iOS operations are butter smooth, nice to use and handle the mobile.",Reviewed in India on 27 January 2024,/gp/customer-reviews/R3AW63V2ZGFRQK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,346,India,27-01-2024,POSITIVE
Varun Vasudevan,2,Over-rated and not user friendly,"If you are an Android user, stick to the best available Android in your budget. This is an over-hyped device which performs poorly on hygiene parameters (for eg. there is no function to go back), has poor precision in touch, limited battery life which dies much before the day ends to name a few. Also, transferring data from Android is an issue.",Reviewed in India on 2 February 2024,/gp/customer-reviews/R1KW4XBM1NP2H9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,347,India,02-02-2024,NEGATIVE
Venkata Ramana,5,Amazing,Nice product,Reviewed in India on 20 July 2024,/gp/customer-reviews/R35U4I8LQTH9FW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,348,India,20-07-2024,POSITIVE
Very slow charging and It is not holding charge.,2,Charging,Its not holding the charge and very slow charge,Reviewed in India on 8 August 2024,/gp/customer-reviews/R1J8KSUPYKSA00/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,349,India,08-08-2024,NEGATIVE
Vijay G,1,It is a total waste of money!,"Things to remember before you buy an Iphone -1) It is good only untill its warranty is there, for extended warranty, it is 10k approx for one year.2) Under warranty also, it's resell value is only 25k in Apple store, so this itself explains that the mobile is over-priced, and that's why resell value under warranty is 25k which is it's actual value.3) Once the warranty expires - Apple will keep on bringing in updated versions and the updated versions will mall function in a 1 year old Iphone as well. Problems include - Green screen, network issues, etc.4) Many people Iphones underwent Green Screen after the latest update and as their Iphone was not under warranty had to spend 400$ or 11k to 15k depending upon their model for screen repair or change. Meaning Apple company will release update, because of which the Iphone will malfunction and people have to spend money inorder to repair it.5) Iphone - covers, tampered glass are all very expensive and are of third class quality and design. Even after spending 1500 to 2000 INR for an Iphone cover, it will last only for 6-8 months. After that, either it will become dull, dirty or look ugly or pale. An android cover of 250 Rs also functions the same way.6) Apps - That is a total scam everyone knows that. You have to pay for many apps and many apps are still unavailable in App StoreMoral of the story -You can buy an expensive Iphone and use it comfortable for a year or maximum 2. So, if you are ready to spend so much money just for a year, it is the best mobile. For long run, this is just a scam that it will last for a long run.Joke of the year - You will be prompted with features that Iphone and Macbook's only have! - The only issue is, comman man never uses those features! So, people inorder to prove that this is a very unique feature, unnecessarily use it, show it and claim that it could be done only because they have an Iphone. Kudos to them for doing something alien!",Reviewed in India on 7 October 2023,/gp/customer-reviews/RZGED5ZTU6DQF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,350,India,07-10-2023,NEGATIVE
vijay nayak,4,😊😊,Good 👍,Reviewed in India on 6 February 2024,/gp/customer-reviews/R1LE0EFLCEHE61/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,351,India,06-02-2024,POSITIVE
vijaya jessy,1,Iphone green line issu,"After one year,, green line came. Display problem",Reviewed in India on 30 May 2024,/gp/customer-reviews/R95MXVMXOCMJ3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,352,India,30-05-2024,NEGATIVE
Vijaykumar,5,iPhone 13 128gb,Phone looks good as expected and working is amazing.,Reviewed in India on 27 August 2024,/gp/customer-reviews/R18TCOJ71S882T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,353,India,27-08-2024,POSITIVE
Vikas Kashyap,1,Bad product,Battery drains quickly and the phone heats up excessively with heavy use. Not happy with the iPhone 13’s performance.,Reviewed in India on 31 March 2024,/gp/customer-reviews/R23GKTXFPO3SAL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,354,India,31-03-2024,NEGATIVE
Vikas Pansambal,1,Useless service and product from big brands,"Useless, dont buy electronics product online and apple product.I have purchased iphone 13 because of such big brand apple and the Amazon but I am facing issue in mobile not able to detect sim card.Apple is not providing any service they are saying this mobile was damaged internally however mobile is not damaged any where not dropped but Facing such bad exp from both brands. Headache and useless service.",Reviewed in India on 30 November 2023,/gp/customer-reviews/R1GKVDIRAYO9KB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,355,India,30-11-2023,NEGATIVE
vinay kaushal,2,Worst quality of selfeee pl avoid this phone,Worst selfee feature,Reviewed in India on 26 October 2022,/gp/customer-reviews/R3QTBGP69SK9DY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,356,India,26-10-2022,NEGATIVE
Vipul,2,Stuck on 1 page,"There is the option for update of software, after click on that the page get stuck on loding from last 1 hour",Reviewed in India on 7 March 2024,/gp/customer-reviews/R28UL0QT886E4X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,357,India,07-03-2024,NEGATIVE
Vishal,5,Amazing phone,"Great phone , loved it and the camera quality and phone smoothness is amazing…",Reviewed in India on 28 August 2024,/gp/customer-reviews/R2IEJFE4FN49SD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,358,India,28-08-2024,POSITIVE
Vishal Jha,5,Everything was very good,We received a genuine product with best deal very happy. Thanks Amazon.,Reviewed in India on 12 August 2024,/gp/customer-reviews/R2JP296Y1VDA88/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,359,India,12-08-2024,POSITIVE
Vishal soni,1,Phone is iPhone 13 but it’s working like android phone,Still problem in new phone. The phone have hangs and the battery life bad. it hots up too. Not worth the price.,Reviewed in India on 4 May 2024,/gp/customer-reviews/RK35GNQK5P4XE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,360,India,04-05-2024,NEGATIVE
vishnu Khandelwal,1,Can buy iPhone 14 in this price,Now we can buy iPhone 14 in the same price range. That will give more features.,Reviewed in India on 23 June 2024,/gp/customer-reviews/R30CCWK26RUC1N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,361,India,23-06-2024,NEGATIVE
Viswanath,1,Network issue in new phone and screen has cracks,Network issue in new phone and screen has cracks,Reviewed in India on 23 August 2024,/gp/customer-reviews/R1KWV5WKZIZ8P4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,362,India,23-08-2024,NEGATIVE
Wahiyad clarity waste of money,1,Waste of money,Clearity not good at all,Reviewed in India on 24 July 2024,/gp/customer-reviews/R3HHFP72X8NCQ0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,363,India,24-07-2024,NEGATIVE
Wangkheimayum Nelson Singh,5,Excellent,I have been using this phone since 1 year its good after all,Reviewed in India on 14 August 2024,/gp/customer-reviews/R3N8W4CU30NK04/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,364,India,14-08-2024,POSITIVE
Wasim,5,Best experiences,Awesome experience after uses. It is totally value of money.,Reviewed in India on 26 July 2024,/gp/customer-reviews/RH45U5UAR0UV2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,365,India,26-07-2024,POSITIVE
Week signal,2,Week signal s,Week signal s,Reviewed in India on 10 February 2024,/gp/customer-reviews/RMZB19V3S8EP6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,366,India,10-02-2024,NEGATIVE
YASH C.,2,Performance review,Hangs a lot. Not worth the hype,Reviewed in India on 2 January 2024,/gp/customer-reviews/R3IQCFZZJ09QF8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,367,India,02-01-2024,NEGATIVE
Yashwant makwana,4,Smooth and Brightness,The phone is smooth and less engaging and in gaming it super fast but lowers brightness while. Need an automatic brightness button to switch off,Reviewed in India on 13 December 2023,/gp/customer-reviews/R24BAQPR0LUCI5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,368,India,13-12-2023,POSITIVE
yogendra,4,Camara is outstanding,#Camara is outstanding#Battery Backup need improvement#All is well,Reviewed in India on 24 April 2024,/gp/customer-reviews/R1QQMAPW9443KR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,369,India,24-04-2024,POSITIVE
yogesh babu,5,Explant product,No 1 Mobile phone,Reviewed in India on 21 August 2024,/gp/customer-reviews/R1TDDYYDB9UZ5O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,370,India,21-08-2024,POSITIVE
Yogesh M.,4,Delivered on scheduled date,I am satisfied with the product and schedule,Reviewed in India on 13 August 2024,/gp/customer-reviews/R2XT0HO0YQZOOR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,371,India,13-08-2024,POSITIVE
